seed_id,r_number,property_name,value,value_num,unit,temperature,pressure,phase,source_type,source_name,source_url,method,uncertainty,quality_level,assessment_version,time_horizon,year,notes
inventory_r114a,R-114a,odp,0.72,0.72,dimensionless,,,,derived_harmonized,制冷剂数据库202603.xlsx / 2-GWP和ODP,,Excel 202603 import (CAS/name exact match),,derived_harmonized,,,,matched_by=cas; workbook_sheet=2-GWP和ODP
inventory_r134,R-134,odp,0,0.0,dimensionless,,,,derived_harmonized,制冷剂数据库202603.xlsx / 2-GWP和ODP,,Excel 202603 import (CAS/name exact match),,derived_harmonized,,,,matched_by=cas; workbook_sheet=2-GWP和ODP
inventory_r143,R-143,odp,0,0.0,dimensionless,,,,derived_harmonized,制冷剂数据库202603.xlsx / 2-GWP和ODP,,Excel 202603 import (CAS/name exact match),,derived_harmonized,,,,matched_by=cas; workbook_sheet=2-GWP和ODP
inventory_r152,R-152,odp,0,0.0,dimensionless,,,,derived_harmonized,制冷剂数据库202603.xlsx / 2-GWP和ODP,,Excel 202603 import (CAS/name exact match),,derived_harmonized,,,,matched_by=cas; workbook_sheet=2-GWP和ODP
tierc_candidate_pentafluoropropane,,odp,0,0.0,dimensionless,,,,derived_harmonized,制冷剂数据库202603.xlsx / 2-GWP和ODP,,Excel 202603 import (CAS/name exact match),,derived_harmonized,,,,matched_by=cas; workbook_sheet=2-GWP和ODP
tierc_candidate_dfe_e,,odp,0,0.0,dimensionless,,,,derived_harmonized,制冷剂数据库202603.xlsx / 2-GWP和ODP,,Excel 202603 import (CAS/name exact match),,derived_harmonized,,,,matched_by=cas; workbook_sheet=2-GWP和ODP
tierc_candidate_dfe_z,,odp,0,0.0,dimensionless,,,,derived_harmonized,制冷剂数据库202603.xlsx / 2-GWP和ODP,,Excel 202603 import (CAS/name exact match),,derived_harmonized,,,,matched_by=cas; workbook_sheet=2-GWP和ODP
tierc_candidate_r1132a,R-1132a,odp,0,0.0,dimensionless,,,,derived_harmonized,制冷剂数据库202603.xlsx / 2-GWP和ODP,,Excel 202603 import (CAS/name exact match),,derived_harmonized,,,,matched_by=cas; workbook_sheet=2-GWP和ODP
tierc_candidate_r1123,R-1123,odp,0,0.0,dimensionless,,,,derived_harmonized,制冷剂数据库202603.xlsx / 2-GWP和ODP,,Excel 202603 import (CAS/name exact match),,derived_harmonized,,,,matched_by=cas; workbook_sheet=2-GWP和ODP
tierd_pubchem_21731865,,odp,0,0.0,dimensionless,,,,derived_harmonized,制冷剂数据库202603.xlsx / 2-GWP和ODP,,Excel 202603 import (CAS/name exact match),,derived_harmonized,,,,matched_by=cas; workbook_sheet=2-GWP和ODP
tierc_candidate_1225yee,R-1225ye(E),odp,0,0.0,dimensionless,,,,derived_harmonized,制冷剂数据库202603.xlsx / 2-GWP和ODP,,Excel 202603 import (CAS/name exact match),,derived_harmonized,,,,matched_by=cas; workbook_sheet=2-GWP和ODP
tierc_candidate_1225yez,R-1225ye(Z),odp,0,0.0,dimensionless,,,,derived_harmonized,制冷剂数据库202603.xlsx / 2-GWP和ODP,,Excel 202603 import (CAS/name exact match),,derived_harmonized,,,,matched_by=cas; workbook_sheet=2-GWP和ODP
anchor_r744,R-744,critical_compressibility_factor,0.2752,0.2752,dimensionless,,,,derived_harmonized,制冷剂数据库202603.xlsx / 1-ODS八维数据库,,Excel 202603 import (CAS/name exact match),,derived_harmonized,,,,matched_by=cas; workbook_sheet=1-ODS八维数据库
seed_methane,R-50,critical_compressibility_factor,0.2877,0.2877,dimensionless,,,,derived_harmonized,制冷剂数据库202603.xlsx / 1-ODS八维数据库,,Excel 202603 import (CAS/name exact match),,derived_harmonized,,,,matched_by=cas; workbook_sheet=1-ODS八维数据库
seed_nitrousoxide,R-744A,critical_compressibility_factor,0.2757,0.2757,dimensionless,,,,derived_harmonized,制冷剂数据库202603.xlsx / 1-ODS八维数据库,,Excel 202603 import (CAS/name exact match),,derived_harmonized,,,,matched_by=cas; workbook_sheet=1-ODS八维数据库
seed_ethane,R-170,critical_compressibility_factor,0.2822,0.2822,dimensionless,,,,derived_harmonized,制冷剂数据库202603.xlsx / 1-ODS八维数据库,,Excel 202603 import (CAS/name exact match),,derived_harmonized,,,,matched_by=cas; workbook_sheet=1-ODS八维数据库
seed_ethylene,R-1150,critical_compressibility_factor,0.2821,0.2821,dimensionless,,,,derived_harmonized,制冷剂数据库202603.xlsx / 1-ODS八维数据库,,Excel 202603 import (CAS/name exact match),,derived_harmonized,,,,matched_by=cas; workbook_sheet=1-ODS八维数据库
anchor_r1270,R-1270,critical_compressibility_factor,0.2771,0.2771,dimensionless,,,,derived_harmonized,制冷剂数据库202603.xlsx / 1-ODS八维数据库,,Excel 202603 import (CAS/name exact match),,derived_harmonized,,,,matched_by=cas; workbook_sheet=1-ODS八维数据库
anchor_r290,R-290,critical_compressibility_factor,0.2768,0.2768,dimensionless,,,,derived_harmonized,制冷剂数据库202603.xlsx / 1-ODS八维数据库,,Excel 202603 import (CAS/name exact match),,derived_harmonized,,,,matched_by=cas; workbook_sheet=1-ODS八维数据库
anchor_r600,R-600,critical_compressibility_factor,0.2756,0.2756,dimensionless,,,,derived_harmonized,制冷剂数据库202603.xlsx / 1-ODS八维数据库,,Excel 202603 import (CAS/name exact match),,derived_harmonized,,,,matched_by=cas; workbook_sheet=1-ODS八维数据库
anchor_r600a,R-600a,critical_compressibility_factor,0.2775,0.2775,dimensionless,,,,derived_harmonized,制冷剂数据库202603.xlsx / 1-ODS八维数据库,,Excel 202603 import (CAS/name exact match),,derived_harmonized,,,,matched_by=cas; workbook_sheet=1-ODS八维数据库
seed_isobutene,,critical_compressibility_factor,0.2759,0.2759,dimensionless,,,,derived_harmonized,制冷剂数据库202603.xlsx / 1-ODS八维数据库,,Excel 202603 import (CAS/name exact match),,derived_harmonized,,,,matched_by=cas; workbook_sheet=1-ODS八维数据库
seed_n_pentane,R-601,critical_compressibility_factor,0.2692,0.2692,dimensionless,,,,derived_harmonized,制冷剂数据库202603.xlsx / 1-ODS八维数据库,,Excel 202603 import (CAS/name exact match),,derived_harmonized,,,,matched_by=cas; workbook_sheet=1-ODS八维数据库
seed_isopentane,R-601A,critical_compressibility_factor,0.2685,0.2685,dimensionless,,,,derived_harmonized,制冷剂数据库202603.xlsx / 1-ODS八维数据库,,Excel 202603 import (CAS/name exact match),,derived_harmonized,,,,matched_by=cas; workbook_sheet=1-ODS八维数据库
seed_cyclopentane,,critical_compressibility_factor,0.2756,0.2756,dimensionless,,,,derived_harmonized,制冷剂数据库202603.xlsx / 1-ODS八维数据库,,Excel 202603 import (CAS/name exact match),,derived_harmonized,,,,matched_by=cas; workbook_sheet=1-ODS八维数据库
seed_benzene,,critical_compressibility_factor,0.2694,0.2694,dimensionless,,,,derived_harmonized,制冷剂数据库202603.xlsx / 1-ODS八维数据库,,Excel 202603 import (CAS/name exact match),,derived_harmonized,,,,matched_by=cas; workbook_sheet=1-ODS八维数据库
seed_toluene,,critical_compressibility_factor,0.2661,0.2661,dimensionless,,,,derived_harmonized,制冷剂数据库202603.xlsx / 1-ODS八维数据库,,Excel 202603 import (CAS/name exact match),,derived_harmonized,,,,matched_by=cas; workbook_sheet=1-ODS八维数据库
seed_ethanol,,critical_compressibility_factor,0.2427,0.2427,dimensionless,,,,derived_harmonized,制冷剂数据库202603.xlsx / 1-ODS八维数据库,,Excel 202603 import (CAS/name exact match),,derived_harmonized,,,,matched_by=cas; workbook_sheet=1-ODS八维数据库
inventory_r611,R-611,critical_compressibility_factor,0.2563,0.2563,dimensionless,,,,derived_harmonized,制冷剂数据库202603.xlsx / 1-ODS八维数据库,,Excel 202603 import (CAS/name exact match),,derived_harmonized,,,,matched_by=cas; workbook_sheet=1-ODS八维数据库
seed_acetone,,critical_compressibility_factor,0.2404,0.2404,dimensionless,,,,derived_harmonized,制冷剂数据库202603.xlsx / 1-ODS八维数据库,,Excel 202603 import (CAS/name exact match),,derived_harmonized,,,,matched_by=cas; workbook_sheet=1-ODS八维数据库
anchor_r11,R-11,critical_compressibility_factor,0.2781,0.2781,dimensionless,,,,derived_harmonized,制冷剂数据库202603.xlsx / 1-ODS八维数据库,,Excel 202603 import (CAS/name exact match),,derived_harmonized,,,,matched_by=cas; workbook_sheet=1-ODS八维数据库
anchor_r12,R-12,critical_compressibility_factor,0.2758,0.2758,dimensionless,,,,derived_harmonized,制冷剂数据库202603.xlsx / 1-ODS八维数据库,,Excel 202603 import (CAS/name exact match),,derived_harmonized,,,,matched_by=cas; workbook_sheet=1-ODS八维数据库
anchor_r13,R-13,critical_compressibility_factor,0.2802,0.2802,dimensionless,,,,derived_harmonized,制冷剂数据库202603.xlsx / 1-ODS八维数据库,,Excel 202603 import (CAS/name exact match),,derived_harmonized,,,,matched_by=cas; workbook_sheet=1-ODS八维数据库
anchor_r113,R-113,critical_compressibility_factor,0.2755,0.2755,dimensionless,,,,derived_harmonized,制冷剂数据库202603.xlsx / 1-ODS八维数据库,,Excel 202603 import (CAS/name exact match),,derived_harmonized,,,,matched_by=cas; workbook_sheet=1-ODS八维数据库
anchor_r114,R-114,critical_compressibility_factor,0.279,0.279,dimensionless,,,,derived_harmonized,制冷剂数据库202603.xlsx / 1-ODS八维数据库,,Excel 202603 import (CAS/name exact match),,derived_harmonized,,,,matched_by=cas; workbook_sheet=1-ODS八维数据库
inventory_r114a,R-114a,critical_compressibility_factor,0.2795,0.2795,dimensionless,,,,derived_harmonized,制冷剂数据库202603.xlsx / 1-ODS八维数据库,,Excel 202603 import (CAS/name exact match),,derived_harmonized,,,,matched_by=cas; workbook_sheet=1-ODS八维数据库
anchor_r115,R-115,critical_compressibility_factor,0.2727,0.2727,dimensionless,,,,derived_harmonized,制冷剂数据库202603.xlsx / 1-ODS八维数据库,,Excel 202603 import (CAS/name exact match),,derived_harmonized,,,,matched_by=cas; workbook_sheet=1-ODS八维数据库
seed_r21,R-21,critical_compressibility_factor,0.273,0.273,dimensionless,,,,derived_harmonized,制冷剂数据库202603.xlsx / 1-ODS八维数据库,,Excel 202603 import (CAS/name exact match),,derived_harmonized,,,,matched_by=cas; workbook_sheet=1-ODS八维数据库
anchor_r22,R-22,critical_compressibility_factor,0.269,0.269,dimensionless,,,,derived_harmonized,制冷剂数据库202603.xlsx / 1-ODS八维数据库,,Excel 202603 import (CAS/name exact match),,derived_harmonized,,,,matched_by=cas; workbook_sheet=1-ODS八维数据库
anchor_r123,R-123,critical_compressibility_factor,0.2675,0.2675,dimensionless,,,,derived_harmonized,制冷剂数据库202603.xlsx / 1-ODS八维数据库,,Excel 202603 import (CAS/name exact match),,derived_harmonized,,,,matched_by=cas; workbook_sheet=1-ODS八维数据库
anchor_r124,R-124,critical_compressibility_factor,0.2681,0.2681,dimensionless,,,,derived_harmonized,制冷剂数据库202603.xlsx / 1-ODS八维数据库,,Excel 202603 import (CAS/name exact match),,derived_harmonized,,,,matched_by=cas; workbook_sheet=1-ODS八维数据库
seed_r141b,R-141b,critical_compressibility_factor,0.2677,0.2677,dimensionless,,,,derived_harmonized,制冷剂数据库202603.xlsx / 1-ODS八维数据库,,Excel 202603 import (CAS/name exact match),,derived_harmonized,,,,matched_by=cas; workbook_sheet=1-ODS八维数据库
seed_r142b,R-142b,critical_compressibility_factor,0.2659,0.2659,dimensionless,,,,derived_harmonized,制冷剂数据库202603.xlsx / 1-ODS八维数据库,,Excel 202603 import (CAS/name exact match),,derived_harmonized,,,,matched_by=cas; workbook_sheet=1-ODS八维数据库
anchor_r23,R-23,critical_compressibility_factor,0.2593,0.2593,dimensionless,,,,derived_harmonized,制冷剂数据库202603.xlsx / 1-ODS八维数据库,,Excel 202603 import (CAS/name exact match),,derived_harmonized,,,,matched_by=cas; workbook_sheet=1-ODS八维数据库
anchor_r32,R-32,critical_compressibility_factor,0.2423,0.2423,dimensionless,,,,derived_harmonized,制冷剂数据库202603.xlsx / 1-ODS八维数据库,,Excel 202603 import (CAS/name exact match),,derived_harmonized,,,,matched_by=cas; workbook_sheet=1-ODS八维数据库
anchor_r41,R-41,critical_compressibility_factor,0.2439,0.2439,dimensionless,,,,derived_harmonized,制冷剂数据库202603.xlsx / 1-ODS八维数据库,,Excel 202603 import (CAS/name exact match),,derived_harmonized,,,,matched_by=cas; workbook_sheet=1-ODS八维数据库
anchor_r125,R-125,critical_compressibility_factor,0.2722,0.2722,dimensionless,,,,derived_harmonized,制冷剂数据库202603.xlsx / 1-ODS八维数据库,,Excel 202603 import (CAS/name exact match),,derived_harmonized,,,,matched_by=cas; workbook_sheet=1-ODS八维数据库
inventory_r134,R-134,critical_compressibility_factor,0.27,0.27,dimensionless,,,,derived_harmonized,制冷剂数据库202603.xlsx / 1-ODS八维数据库,,Excel 202603 import (CAS/name exact match),,derived_harmonized,,,,matched_by=cas; workbook_sheet=1-ODS八维数据库
anchor_r134a,R-134a,critical_compressibility_factor,0.261,0.261,dimensionless,,,,derived_harmonized,制冷剂数据库202603.xlsx / 1-ODS八维数据库,,Excel 202603 import (CAS/name exact match),,derived_harmonized,,,,matched_by=cas; workbook_sheet=1-ODS八维数据库
inventory_r143,R-143,critical_compressibility_factor,0.2418,0.2418,dimensionless,,,,derived_harmonized,制冷剂数据库202603.xlsx / 1-ODS八维数据库,,Excel 202603 import (CAS/name exact match),,derived_harmonized,,,,matched_by=cas; workbook_sheet=1-ODS八维数据库
anchor_r143a,R-143a,critical_compressibility_factor,0.2548,0.2548,dimensionless,,,,derived_harmonized,制冷剂数据库202603.xlsx / 1-ODS八维数据库,,Excel 202603 import (CAS/name exact match),,derived_harmonized,,,,matched_by=cas; workbook_sheet=1-ODS八维数据库
inventory_r152,R-152,critical_compressibility_factor,0.275,0.275,dimensionless,,,,derived_harmonized,制冷剂数据库202603.xlsx / 1-ODS八维数据库,,Excel 202603 import (CAS/name exact match),,derived_harmonized,,,,matched_by=cas; workbook_sheet=1-ODS八维数据库
anchor_r152a,R-152a,critical_compressibility_factor,0.2513,0.2513,dimensionless,,,,derived_harmonized,制冷剂数据库202603.xlsx / 1-ODS八维数据库,,Excel 202603 import (CAS/name exact match),,derived_harmonized,,,,matched_by=cas; workbook_sheet=1-ODS八维数据库
seed_r161,R-161,critical_compressibility_factor,0.2548,0.2548,dimensionless,,,,derived_harmonized,制冷剂数据库202603.xlsx / 1-ODS八维数据库,,Excel 202603 import (CAS/name exact match),,derived_harmonized,,,,matched_by=cas; workbook_sheet=1-ODS八维数据库
anchor_r227ea,R-227ea,critical_compressibility_factor,0.2738,0.2738,dimensionless,,,,derived_harmonized,制冷剂数据库202603.xlsx / 1-ODS八维数据库,,Excel 202603 import (CAS/name exact match),,derived_harmonized,,,,matched_by=cas; workbook_sheet=1-ODS八维数据库
seed_r236ea,R-236ea,critical_compressibility_factor,0.2696,0.2696,dimensionless,,,,derived_harmonized,制冷剂数据库202603.xlsx / 1-ODS八维数据库,,Excel 202603 import (CAS/name exact match),,derived_harmonized,,,,matched_by=cas; workbook_sheet=1-ODS八维数据库
anchor_r236fa,R-236fa,critical_compressibility_factor,0.2673,0.2673,dimensionless,,,,derived_harmonized,制冷剂数据库202603.xlsx / 1-ODS八维数据库,,Excel 202603 import (CAS/name exact match),,derived_harmonized,,,,matched_by=cas; workbook_sheet=1-ODS八维数据库
seed_r245ca,R-245ca,critical_compressibility_factor,0.273,0.273,dimensionless,,,,derived_harmonized,制冷剂数据库202603.xlsx / 1-ODS八维数据库,,Excel 202603 import (CAS/name exact match),,derived_harmonized,,,,matched_by=cas; workbook_sheet=1-ODS八维数据库
anchor_r245fa,R-245fa,critical_compressibility_factor,0.2618,0.2618,dimensionless,,,,derived_harmonized,制冷剂数据库202603.xlsx / 1-ODS八维数据库,,Excel 202603 import (CAS/name exact match),,derived_harmonized,,,,matched_by=cas; workbook_sheet=1-ODS八维数据库
anchor_r365mfc,R-365mfc,critical_compressibility_factor,0.2718,0.2718,dimensionless,,,,derived_harmonized,制冷剂数据库202603.xlsx / 1-ODS八维数据库,,Excel 202603 import (CAS/name exact match),,derived_harmonized,,,,matched_by=cas; workbook_sheet=1-ODS八维数据库
tierc_candidate_1225yez,R-1225ye(Z),critical_temp_c,105.85,105.85000000000002,degC,,,,derived_harmonized,制冷剂数据库202603.xlsx / 2-热物性参考,,Excel 202603 import (CAS/name exact match),,derived_harmonized,,,,matched_by=name; workbook_sheet=2-热物性参考; source_tier=name_only_reference
tierc_candidate_1225yez,R-1225ye(Z),critical_pressure_mpa,3.27278,3.27278,MPa,,,,derived_harmonized,制冷剂数据库202603.xlsx / 2-热物性参考,,Excel 202603 import (CAS/name exact match),,derived_harmonized,,,,matched_by=name; workbook_sheet=2-热物性参考; source_tier=name_only_reference
tierd_pubchem_31373,,acentric_factor,0.2138,0.2138,dimensionless,,,,derived_harmonized,制冷剂数据库202603.xlsx / 2-热物性参考,,Excel 202603 import (CAS/name exact match),,derived_harmonized,,,,matched_by=name; workbook_sheet=2-热物性参考; source_tier=name_only_reference
tierd_pubchem_6594,,acentric_factor,0.2641,0.2641,dimensionless,,,,derived_harmonized,制冷剂数据库202603.xlsx / 2-热物性参考,,Excel 202603 import (CAS/name exact match),,derived_harmonized,,,,matched_by=name; workbook_sheet=2-热物性参考; source_tier=name_only_reference
tierc_candidate_1225yez,R-1225ye(Z),boiling_point_c,-24.08,-24.079999999999984,degC,,,,derived_harmonized,制冷剂数据库202603.xlsx / 2-热物性参考,,Excel 202603 import (CAS/name exact match),,derived_harmonized,,,,matched_by=name; workbook_sheet=2-热物性参考; source_tier=name_only_reference
tierd_pubchem_13717713,,boiling_point_c,15,15.0,degC,,,,derived_harmonized,制冷剂数据库202603.xlsx / 2-热物性参考,,Excel 202603 import (CAS/name exact match),,derived_harmonized,,,,matched_by=name; workbook_sheet=2-热物性参考; source_tier=name_only_reference
tierd_pubchem_5463237,,boiling_point_c,85,85.0,degC,,,,derived_harmonized,制冷剂数据库202603.xlsx / 2-热物性参考,,Excel 202603 import (CAS/name exact match),,derived_harmonized,,,,matched_by=name; workbook_sheet=2-热物性参考; source_tier=name_only_reference
tierd_pubchem_638186,,acentric_factor,0.2234,0.2234,dimensionless,,,,derived_harmonized,制冷剂数据库202603.xlsx / 2-热物性参考,,Excel 202603 import (CAS/name exact match),,derived_harmonized,,,,matched_by=name; workbook_sheet=2-热物性参考; source_tier=name_only_reference
