seed_id,r_number,property_name,value,value_num,unit,temperature,pressure,phase,source_type,source_name,source_url,method,uncertainty,quality_level,assessment_version,time_horizon,year,notes
seed_sulfurdioxide,R-764,ashrae_safety,B1,,class,,,,manual_curated_reference,ASHRAE Handbook Fundamentals Chapter 29,https://handbook.ashrae.org/Handbooks/F25/SI/F25_Ch29/F25_Ch29_si.aspx,manual_curated_public_reference,,manual_curated_reference,ASHRAE Standard 34-2022 table as reproduced in Handbook F25 Ch29,,2025,public ASHRAE handbook table lists R-764 safety group B1; inorganic refrigerant table entry
seed_sulfurdioxide,R-764,toxicity_class,B,,class,,,,manual_curated_reference,ASHRAE Handbook Fundamentals Chapter 29,https://handbook.ashrae.org/Handbooks/F25/SI/F25_Ch29/F25_Ch29_si.aspx,manual_curated_public_reference,,manual_curated_reference,ASHRAE Standard 34 toxicity letter,,2025,"derived from ASHRAE safety group B1; Class B is the toxicity letter, not an independent toxicology endpoint"
tierc_candidate_r1132a,R-1132a,ashrae_safety,A2,,class,,,,manual_curated_reference,ASHRAE Handbook Fundamentals Chapter 29,https://handbook.ashrae.org/Handbooks/F25/SI/F25_Ch29/F25_Ch29_si.aspx,manual_curated_public_reference,,manual_curated_reference,ASHRAE Standard 34-2022 table as reproduced in Handbook F25 Ch29,,2025,public ASHRAE handbook table lists R-1132a safety group A2; unsaturated organic refrigerant table entry
tierc_candidate_r1132a,R-1132a,toxicity_class,A,,class,,,,manual_curated_reference,ASHRAE Handbook Fundamentals Chapter 29,https://handbook.ashrae.org/Handbooks/F25/SI/F25_Ch29/F25_Ch29_si.aspx,manual_curated_public_reference,,manual_curated_reference,ASHRAE Standard 34 toxicity letter,,2025,"derived from ASHRAE safety group A2; Class A is the toxicity letter, not an independent toxicology endpoint"
tierc_candidate_dfe_e,R-1132(E),ashrae_safety,B2,,class,,,,manual_curated_reference,ASHRAE Handbook Fundamentals Chapter 29,https://handbook.ashrae.org/Handbooks/F25/SI/F25_Ch29/F25_Ch29_si.aspx,manual_curated_public_reference,,manual_curated_reference,ASHRAE Standard 34-2022 table as reproduced in Handbook F25 Ch29,,2025,"public ASHRAE handbook table lists R-1132(E) safety group B2; unsaturated organic refrigerant table entry for trans-1,2-difluoroethene"
tierc_candidate_dfe_e,R-1132(E),toxicity_class,B,,class,,,,manual_curated_reference,ASHRAE Handbook Fundamentals Chapter 29,https://handbook.ashrae.org/Handbooks/F25/SI/F25_Ch29/F25_Ch29_si.aspx,manual_curated_public_reference,,manual_curated_reference,ASHRAE Standard 34 toxicity letter,,2025,"derived from ASHRAE safety group B2; Class B is the toxicity letter, not an independent toxicology endpoint"
tierc_candidate_1224ydz,R-1224yd(Z),ashrae_safety,A1,,class,,,,manual_curated_reference,ASHRAE Handbook Fundamentals Chapter 29,https://handbook.ashrae.org/Handbooks/F25/SI/F25_Ch29/F25_Ch29_si.aspx,manual_curated_public_reference,,manual_curated_reference,ASHRAE Standard 34-2022 table as reproduced in Handbook F25 Ch29,,2025,public ASHRAE handbook table lists R-1224yd(Z) safety group A1; unsaturated organic refrigerant table entry
tierc_candidate_1224ydz,R-1224yd(Z),toxicity_class,A,,class,,,,manual_curated_reference,ASHRAE Handbook Fundamentals Chapter 29,https://handbook.ashrae.org/Handbooks/F25/SI/F25_Ch29/F25_Ch29_si.aspx,manual_curated_public_reference,,manual_curated_reference,ASHRAE Standard 34 toxicity letter,,2025,"derived from ASHRAE safety group A1; Class A is the toxicity letter, not an independent toxicology endpoint"
tierc_candidate_1336mzzz,R-1336mzz(Z),ashrae_safety,A1,,class,,,,manual_curated_reference,ASHRAE Handbook Fundamentals Chapter 29,https://handbook.ashrae.org/Handbooks/F25/SI/F25_Ch29/F25_Ch29_si.aspx,manual_curated_public_reference,,manual_curated_reference,ASHRAE Standard 34-2022 table as reproduced in Handbook F25 Ch29,,2025,public ASHRAE handbook table lists R-1336mzz(Z) safety group A1; unsaturated organic refrigerant table entry
tierc_candidate_1336mzzz,R-1336mzz(Z),toxicity_class,A,,class,,,,manual_curated_reference,ASHRAE Handbook Fundamentals Chapter 29,https://handbook.ashrae.org/Handbooks/F25/SI/F25_Ch29/F25_Ch29_si.aspx,manual_curated_public_reference,,manual_curated_reference,ASHRAE Standard 34 toxicity letter,,2025,"derived from ASHRAE safety group A1; Class A is the toxicity letter, not an independent toxicology endpoint"
tierc_candidate_1224ydz,R-1224yd(Z),gwp_100yr,1,1.0,dimensionless,,,,manual_curated_reference,EPA Technology Transitions GWP Reference Table,https://www.epa.gov/climate-hfcs-reduction/technology-transitions-gwp-reference-table,manual_curated_public_reference,,manual_curated_reference,EPA2023,100.0,2026,"EPA Technology Transitions table lists HCFO-1224yd(Z) 100-year GWP as 1; exact public regulatory reference, not calculated locally"
tierc_candidate_1336mzzz,R-1336mzz(Z),gwp_100yr,2,2.0,dimensionless,,,,manual_curated_reference,EPA Technology Transitions GWP Reference Table,https://www.epa.gov/climate-hfcs-reduction/technology-transitions-gwp-reference-table,manual_curated_public_reference,,manual_curated_reference,WMO2022,100.0,2026,EPA Technology Transitions table lists HFO-1336mzz(Z) 100-year GWP as 2
tierc_candidate_1336mzzz,R-1336mzz(Z),gwp_20yr,9,9.0,dimensionless,,,,manual_curated_reference,ASHRAE Handbook Fundamentals Chapter 29,https://handbook.ashrae.org/Handbooks/F25/SI/F25_Ch29/F25_Ch29_si.aspx,manual_curated_public_reference,,manual_curated_reference,WMO2022,20.0,2025,ASHRAE Handbook environmental table lists HFO-1336mzz(Z) 20-year GWP as 9
seed_nitrousoxide,R-744A,gwp_100yr,273,273.0,dimensionless,,,,manual_curated_reference,ASHRAE Handbook Fundamentals Chapter 29,https://handbook.ashrae.org/Handbooks/F25/SI/F25_Ch29/F25_Ch29_si.aspx,manual_curated_public_reference,,manual_curated_reference,WMO2022,100.0,2025,ASHRAE Handbook environmental table lists nitrous oxide 100-year GWP as 273
seed_nitrousoxide,R-744A,gwp_20yr,273,273.0,dimensionless,,,,manual_curated_reference,ASHRAE Handbook Fundamentals Chapter 29,https://handbook.ashrae.org/Handbooks/F25/SI/F25_Ch29/F25_Ch29_si.aspx,manual_curated_public_reference,,manual_curated_reference,WMO2022,20.0,2025,ASHRAE Handbook environmental table lists nitrous oxide 20-year GWP as 273
seed_nitrousoxide,R-744A,odp,0.017,0.017,dimensionless,,,,manual_curated_reference,ASHRAE Handbook Fundamentals Chapter 29,https://handbook.ashrae.org/Handbooks/F25/SI/F25_Ch29/F25_Ch29_si.aspx,manual_curated_public_reference,,manual_curated_reference,WMO2022,,2025,ASHRAE Handbook environmental table lists nitrous oxide ODP as 0.017
anchor_rc318,RC318,gwp_100yr,10600,10600.0,dimensionless,,,,manual_curated_reference,ASHRAE Handbook Fundamentals Chapter 29,https://handbook.ashrae.org/Handbooks/F25/SI/F25_Ch29/F25_Ch29_si.aspx,manual_curated_public_reference,,manual_curated_reference,WMO2022/ASHRAE F25,100.0,2025,ASHRAE Table 3 environmental entry for PFC-C318 / octafluorocyclobutane; exact numeric GWP100
anchor_rc318,RC318,gwp_20yr,7740,7740.0,dimensionless,,,,manual_curated_reference,ASHRAE Handbook Fundamentals Chapter 29,https://handbook.ashrae.org/Handbooks/F25/SI/F25_Ch29/F25_Ch29_si.aspx,manual_curated_public_reference,,manual_curated_reference,WMO2022/ASHRAE F25,20.0,2025,ASHRAE Table 3 environmental entry for PFC-C318 / octafluorocyclobutane; exact numeric GWP20
anchor_rc318,RC318,toxicity_class,A,,class,,,,manual_curated_reference,ASHRAE Handbook Fundamentals Chapter 29,https://handbook.ashrae.org/Handbooks/F25/SI/F25_Ch29/F25_Ch29_si.aspx,manual_curated_public_reference,,manual_curated_reference,ANSI/ASHRAE Standard 34-2022 table as reproduced in ASHRAE F25 Ch29,,2025,derived from ASHRAE safety group A1 already reported for RC318; toxicity letter A
anchor_r125,R-125,toxicity_class,A,,class,,,,manual_curated_reference,ASHRAE Handbook Fundamentals Chapter 29,https://handbook.ashrae.org/Handbooks/F25/SI/F25_Ch29/F25_Ch29_si.aspx,manual_curated_public_reference,,manual_curated_reference,ANSI/ASHRAE Standard 34-2022 table as reproduced in ASHRAE F25 Ch29,,2025,derived from ASHRAE safety group A1 for R-125; toxicity letter A
anchor_r1234zee,R-1234ze(E),toxicity_class,A,,class,,,,manual_curated_reference,ASHRAE Handbook Fundamentals Chapter 29,https://handbook.ashrae.org/Handbooks/F25/SI/F25_Ch29/F25_Ch29_si.aspx,manual_curated_public_reference,,manual_curated_reference,ANSI/ASHRAE Standard 34-2022 table as reproduced in ASHRAE F25 Ch29,,2025,derived from ASHRAE safety group A2L for R-1234ze(E); toxicity letter A
anchor_r22,R-22,gwp_100yr,1910,1910.0,dimensionless,,,,manual_curated_reference,ASHRAE Handbook Fundamentals Chapter 29,https://handbook.ashrae.org/Handbooks/F25/SI/F25_Ch29/F25_Ch29_si.aspx,manual_curated_public_reference,,manual_curated_reference,WMO2022/ASHRAE F25,100.0,2025,ASHRAE Table 3 environmental entry for chlorodifluoromethane / HCFC-22; exact numeric gwp_100yr
anchor_r22,R-22,gwp_20yr,5610,5610.0,dimensionless,,,,manual_curated_reference,ASHRAE Handbook Fundamentals Chapter 29,https://handbook.ashrae.org/Handbooks/F25/SI/F25_Ch29/F25_Ch29_si.aspx,manual_curated_public_reference,,manual_curated_reference,WMO2022/ASHRAE F25,20.0,2025,ASHRAE Table 3 environmental entry for chlorodifluoromethane / HCFC-22; exact numeric gwp_20yr
anchor_r22,R-22,odp,0.038,0.038,dimensionless,,,,manual_curated_reference,ASHRAE Handbook Fundamentals Chapter 29,https://handbook.ashrae.org/Handbooks/F25/SI/F25_Ch29/F25_Ch29_si.aspx,manual_curated_public_reference,,manual_curated_reference,WMO2022/ASHRAE F25,,2025,ASHRAE Table 3 environmental entry for chlorodifluoromethane / HCFC-22; exact numeric odp
anchor_r22,R-22,ashrae_safety,A1,,class,,,,manual_curated_reference,ASHRAE Handbook Fundamentals Chapter 29,https://handbook.ashrae.org/Handbooks/F25/SI/F25_Ch29/F25_Ch29_si.aspx,manual_curated_public_reference,,manual_curated_reference,ANSI/ASHRAE Standard 34-2022 table as reproduced in ASHRAE F25 Ch29,,2025,ASHRAE Table 1 Standard 34 safety group for chlorodifluoromethane / HCFC-22: A1
anchor_r22,R-22,toxicity_class,A,,class,,,,manual_curated_reference,ASHRAE Handbook Fundamentals Chapter 29,https://handbook.ashrae.org/Handbooks/F25/SI/F25_Ch29/F25_Ch29_si.aspx,manual_curated_public_reference,,manual_curated_reference,ANSI/ASHRAE Standard 34-2022 table as reproduced in ASHRAE F25 Ch29,,2025,derived from ASHRAE safety group A1; toxicity letter A
anchor_r23,R-23,gwp_100yr,14700,14700.0,dimensionless,,,,manual_curated_reference,ASHRAE Handbook Fundamentals Chapter 29,https://handbook.ashrae.org/Handbooks/F25/SI/F25_Ch29/F25_Ch29_si.aspx,manual_curated_public_reference,,manual_curated_reference,WMO2022/ASHRAE F25,100.0,2025,ASHRAE Table 3 environmental entry for trifluoromethane / HFC-23; exact numeric gwp_100yr
anchor_r23,R-23,gwp_20yr,12400,12400.0,dimensionless,,,,manual_curated_reference,ASHRAE Handbook Fundamentals Chapter 29,https://handbook.ashrae.org/Handbooks/F25/SI/F25_Ch29/F25_Ch29_si.aspx,manual_curated_public_reference,,manual_curated_reference,WMO2022/ASHRAE F25,20.0,2025,ASHRAE Table 3 environmental entry for trifluoromethane / HFC-23; exact numeric gwp_20yr
anchor_r23,R-23,ashrae_safety,A1,,class,,,,manual_curated_reference,ASHRAE Handbook Fundamentals Chapter 29,https://handbook.ashrae.org/Handbooks/F25/SI/F25_Ch29/F25_Ch29_si.aspx,manual_curated_public_reference,,manual_curated_reference,ANSI/ASHRAE Standard 34-2022 table as reproduced in ASHRAE F25 Ch29,,2025,ASHRAE Table 1 Standard 34 safety group for trifluoromethane / HFC-23: A1
anchor_r23,R-23,toxicity_class,A,,class,,,,manual_curated_reference,ASHRAE Handbook Fundamentals Chapter 29,https://handbook.ashrae.org/Handbooks/F25/SI/F25_Ch29/F25_Ch29_si.aspx,manual_curated_public_reference,,manual_curated_reference,ANSI/ASHRAE Standard 34-2022 table as reproduced in ASHRAE F25 Ch29,,2025,derived from ASHRAE safety group A1; toxicity letter A
anchor_r123,R-123,gwp_100yr,91,91.0,dimensionless,,,,manual_curated_reference,ASHRAE Handbook Fundamentals Chapter 29,https://handbook.ashrae.org/Handbooks/F25/SI/F25_Ch29/F25_Ch29_si.aspx,manual_curated_public_reference,,manual_curated_reference,WMO2022/ASHRAE F25,100.0,2025,"ASHRAE Table 3 environmental entry for 2,2-dichloro-1,1,1-trifluoroethane / HCFC-123; exact numeric gwp_100yr"
anchor_r123,R-123,gwp_20yr,329,329.0,dimensionless,,,,manual_curated_reference,ASHRAE Handbook Fundamentals Chapter 29,https://handbook.ashrae.org/Handbooks/F25/SI/F25_Ch29/F25_Ch29_si.aspx,manual_curated_public_reference,,manual_curated_reference,WMO2022/ASHRAE F25,20.0,2025,"ASHRAE Table 3 environmental entry for 2,2-dichloro-1,1,1-trifluoroethane / HCFC-123; exact numeric gwp_20yr"
anchor_r123,R-123,odp,0.02,0.02,dimensionless,,,,manual_curated_reference,ASHRAE Handbook Fundamentals Chapter 29,https://handbook.ashrae.org/Handbooks/F25/SI/F25_Ch29/F25_Ch29_si.aspx,manual_curated_public_reference,,manual_curated_reference,WMO2022/ASHRAE F25,,2025,"ASHRAE Table 3 environmental entry for 2,2-dichloro-1,1,1-trifluoroethane / HCFC-123; exact numeric odp"
anchor_r123,R-123,ashrae_safety,B1,,class,,,,manual_curated_reference,ASHRAE Handbook Fundamentals Chapter 29,https://handbook.ashrae.org/Handbooks/F25/SI/F25_Ch29/F25_Ch29_si.aspx,manual_curated_public_reference,,manual_curated_reference,ANSI/ASHRAE Standard 34-2022 table as reproduced in ASHRAE F25 Ch29,,2025,"ASHRAE Table 1 Standard 34 safety group for 2,2-dichloro-1,1,1-trifluoroethane / HCFC-123: B1"
anchor_r123,R-123,toxicity_class,B,,class,,,,manual_curated_reference,ASHRAE Handbook Fundamentals Chapter 29,https://handbook.ashrae.org/Handbooks/F25/SI/F25_Ch29/F25_Ch29_si.aspx,manual_curated_public_reference,,manual_curated_reference,ANSI/ASHRAE Standard 34-2022 table as reproduced in ASHRAE F25 Ch29,,2025,derived from ASHRAE safety group B1; toxicity letter B
anchor_r124,R-124,gwp_100yr,596,596.0,dimensionless,,,,manual_curated_reference,ASHRAE Handbook Fundamentals Chapter 29,https://handbook.ashrae.org/Handbooks/F25/SI/F25_Ch29/F25_Ch29_si.aspx,manual_curated_public_reference,,manual_curated_reference,WMO2022/ASHRAE F25,100.0,2025,"ASHRAE Table 3 environmental entry for 2-chloro-1,1,1,2-tetrafluoroethane / HCFC-124; exact numeric gwp_100yr"
anchor_r124,R-124,gwp_20yr,2060,2060.0,dimensionless,,,,manual_curated_reference,ASHRAE Handbook Fundamentals Chapter 29,https://handbook.ashrae.org/Handbooks/F25/SI/F25_Ch29/F25_Ch29_si.aspx,manual_curated_public_reference,,manual_curated_reference,WMO2022/ASHRAE F25,20.0,2025,"ASHRAE Table 3 environmental entry for 2-chloro-1,1,1,2-tetrafluoroethane / HCFC-124; exact numeric gwp_20yr"
anchor_r124,R-124,odp,0.022,0.022,dimensionless,,,,manual_curated_reference,ASHRAE Handbook Fundamentals Chapter 29,https://handbook.ashrae.org/Handbooks/F25/SI/F25_Ch29/F25_Ch29_si.aspx,manual_curated_public_reference,,manual_curated_reference,WMO2022/ASHRAE F25,,2025,"ASHRAE Table 3 environmental entry for 2-chloro-1,1,1,2-tetrafluoroethane / HCFC-124; exact numeric odp"
anchor_r124,R-124,ashrae_safety,A1,,class,,,,manual_curated_reference,ASHRAE Handbook Fundamentals Chapter 29,https://handbook.ashrae.org/Handbooks/F25/SI/F25_Ch29/F25_Ch29_si.aspx,manual_curated_public_reference,,manual_curated_reference,ANSI/ASHRAE Standard 34-2022 table as reproduced in ASHRAE F25 Ch29,,2025,"ASHRAE Table 1 Standard 34 safety group for 2-chloro-1,1,1,2-tetrafluoroethane / HCFC-124: A1"
anchor_r124,R-124,toxicity_class,A,,class,,,,manual_curated_reference,ASHRAE Handbook Fundamentals Chapter 29,https://handbook.ashrae.org/Handbooks/F25/SI/F25_Ch29/F25_Ch29_si.aspx,manual_curated_public_reference,,manual_curated_reference,ANSI/ASHRAE Standard 34-2022 table as reproduced in ASHRAE F25 Ch29,,2025,derived from ASHRAE safety group A1; toxicity letter A
anchor_r152a,R-152a,gwp_100yr,153,153.0,dimensionless,,,,manual_curated_reference,ASHRAE Handbook Fundamentals Chapter 29,https://handbook.ashrae.org/Handbooks/F25/SI/F25_Ch29/F25_Ch29_si.aspx,manual_curated_public_reference,,manual_curated_reference,WMO2022/ASHRAE F25,100.0,2025,"ASHRAE Table 3 environmental entry for 1,1-difluoroethane / HFC-152a; exact numeric gwp_100yr"
anchor_r152a,R-152a,gwp_20yr,550,550.0,dimensionless,,,,manual_curated_reference,ASHRAE Handbook Fundamentals Chapter 29,https://handbook.ashrae.org/Handbooks/F25/SI/F25_Ch29/F25_Ch29_si.aspx,manual_curated_public_reference,,manual_curated_reference,WMO2022/ASHRAE F25,20.0,2025,"ASHRAE Table 3 environmental entry for 1,1-difluoroethane / HFC-152a; exact numeric gwp_20yr"
anchor_r152a,R-152a,ashrae_safety,A2,,class,,,,manual_curated_reference,ASHRAE Handbook Fundamentals Chapter 29,https://handbook.ashrae.org/Handbooks/F25/SI/F25_Ch29/F25_Ch29_si.aspx,manual_curated_public_reference,,manual_curated_reference,ANSI/ASHRAE Standard 34-2022 table as reproduced in ASHRAE F25 Ch29,,2025,"ASHRAE Table 1 Standard 34 safety group for 1,1-difluoroethane / HFC-152a: A2"
anchor_r152a,R-152a,toxicity_class,A,,class,,,,manual_curated_reference,ASHRAE Handbook Fundamentals Chapter 29,https://handbook.ashrae.org/Handbooks/F25/SI/F25_Ch29/F25_Ch29_si.aspx,manual_curated_public_reference,,manual_curated_reference,ANSI/ASHRAE Standard 34-2022 table as reproduced in ASHRAE F25 Ch29,,2025,derived from ASHRAE safety group A2; toxicity letter A
anchor_r227ea,R-227ea,gwp_100yr,3580,3580.0,dimensionless,,,,manual_curated_reference,ASHRAE Handbook Fundamentals Chapter 29,https://handbook.ashrae.org/Handbooks/F25/SI/F25_Ch29/F25_Ch29_si.aspx,manual_curated_public_reference,,manual_curated_reference,WMO2022/ASHRAE F25,100.0,2025,"ASHRAE Table 3 environmental entry for 1,1,1,2,3,3,3-heptafluoropropane / HFC-227ea; exact numeric gwp_100yr"
anchor_r227ea,R-227ea,gwp_20yr,5830,5830.0,dimensionless,,,,manual_curated_reference,ASHRAE Handbook Fundamentals Chapter 29,https://handbook.ashrae.org/Handbooks/F25/SI/F25_Ch29/F25_Ch29_si.aspx,manual_curated_public_reference,,manual_curated_reference,WMO2022/ASHRAE F25,20.0,2025,"ASHRAE Table 3 environmental entry for 1,1,1,2,3,3,3-heptafluoropropane / HFC-227ea; exact numeric gwp_20yr"
anchor_r227ea,R-227ea,ashrae_safety,A1,,class,,,,manual_curated_reference,ASHRAE Handbook Fundamentals Chapter 29,https://handbook.ashrae.org/Handbooks/F25/SI/F25_Ch29/F25_Ch29_si.aspx,manual_curated_public_reference,,manual_curated_reference,ANSI/ASHRAE Standard 34-2022 table as reproduced in ASHRAE F25 Ch29,,2025,"ASHRAE Table 1 Standard 34 safety group for 1,1,1,2,3,3,3-heptafluoropropane / HFC-227ea: A1"
anchor_r227ea,R-227ea,toxicity_class,A,,class,,,,manual_curated_reference,ASHRAE Handbook Fundamentals Chapter 29,https://handbook.ashrae.org/Handbooks/F25/SI/F25_Ch29/F25_Ch29_si.aspx,manual_curated_public_reference,,manual_curated_reference,ANSI/ASHRAE Standard 34-2022 table as reproduced in ASHRAE F25 Ch29,,2025,derived from ASHRAE safety group A1; toxicity letter A
anchor_r236fa,R-236fa,gwp_100yr,9120,9120.0,dimensionless,,,,manual_curated_reference,ASHRAE Handbook Fundamentals Chapter 29,https://handbook.ashrae.org/Handbooks/F25/SI/F25_Ch29/F25_Ch29_si.aspx,manual_curated_public_reference,,manual_curated_reference,WMO2022/ASHRAE F25,100.0,2025,"ASHRAE Table 3 environmental entry for 1,1,1,3,3,3-hexafluoropropane / HFC-236fa; exact numeric gwp_100yr"
anchor_r236fa,R-236fa,gwp_20yr,7820,7820.0,dimensionless,,,,manual_curated_reference,ASHRAE Handbook Fundamentals Chapter 29,https://handbook.ashrae.org/Handbooks/F25/SI/F25_Ch29/F25_Ch29_si.aspx,manual_curated_public_reference,,manual_curated_reference,WMO2022/ASHRAE F25,20.0,2025,"ASHRAE Table 3 environmental entry for 1,1,1,3,3,3-hexafluoropropane / HFC-236fa; exact numeric gwp_20yr"
anchor_r236fa,R-236fa,ashrae_safety,A1,,class,,,,manual_curated_reference,ASHRAE Handbook Fundamentals Chapter 29,https://handbook.ashrae.org/Handbooks/F25/SI/F25_Ch29/F25_Ch29_si.aspx,manual_curated_public_reference,,manual_curated_reference,ANSI/ASHRAE Standard 34-2022 table as reproduced in ASHRAE F25 Ch29,,2025,"ASHRAE Table 1 Standard 34 safety group for 1,1,1,3,3,3-hexafluoropropane / HFC-236fa: A1"
anchor_r236fa,R-236fa,toxicity_class,A,,class,,,,manual_curated_reference,ASHRAE Handbook Fundamentals Chapter 29,https://handbook.ashrae.org/Handbooks/F25/SI/F25_Ch29/F25_Ch29_si.aspx,manual_curated_public_reference,,manual_curated_reference,ANSI/ASHRAE Standard 34-2022 table as reproduced in ASHRAE F25 Ch29,,2025,derived from ASHRAE safety group A1; toxicity letter A
anchor_r245fa,R-245fa,gwp_100yr,966,966.0,dimensionless,,,,manual_curated_reference,ASHRAE Handbook Fundamentals Chapter 29,https://handbook.ashrae.org/Handbooks/F25/SI/F25_Ch29/F25_Ch29_si.aspx,manual_curated_public_reference,,manual_curated_reference,WMO2022/ASHRAE F25,100.0,2025,"ASHRAE Table 3 environmental entry for 1,1,1,3,3-pentafluoropropane / HFC-245fa; exact numeric gwp_100yr"
anchor_r245fa,R-245fa,gwp_20yr,3190,3190.0,dimensionless,,,,manual_curated_reference,ASHRAE Handbook Fundamentals Chapter 29,https://handbook.ashrae.org/Handbooks/F25/SI/F25_Ch29/F25_Ch29_si.aspx,manual_curated_public_reference,,manual_curated_reference,WMO2022/ASHRAE F25,20.0,2025,"ASHRAE Table 3 environmental entry for 1,1,1,3,3-pentafluoropropane / HFC-245fa; exact numeric gwp_20yr"
anchor_r245fa,R-245fa,ashrae_safety,B1,,class,,,,manual_curated_reference,ASHRAE Handbook Fundamentals Chapter 29,https://handbook.ashrae.org/Handbooks/F25/SI/F25_Ch29/F25_Ch29_si.aspx,manual_curated_public_reference,,manual_curated_reference,ANSI/ASHRAE Standard 34-2022 table as reproduced in ASHRAE F25 Ch29,,2025,"ASHRAE Table 1 Standard 34 safety group for 1,1,1,3,3-pentafluoropropane / HFC-245fa: B1"
anchor_r245fa,R-245fa,toxicity_class,B,,class,,,,manual_curated_reference,ASHRAE Handbook Fundamentals Chapter 29,https://handbook.ashrae.org/Handbooks/F25/SI/F25_Ch29/F25_Ch29_si.aspx,manual_curated_public_reference,,manual_curated_reference,ANSI/ASHRAE Standard 34-2022 table as reproduced in ASHRAE F25 Ch29,,2025,derived from ASHRAE safety group B1; toxicity letter B
