request_id,mol_id,xyz_path,xyz_status,notes
qreq_879b224864f92bec,mol_dadafcfjdztokm-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_dft_xyz/qreq_879b224864f92bec.xyz,generated,XYZ copied from completed xTB optimized geometry for Psi4 singlepoint; Psi4 executor unavailable
qreq_4da8789d091d6a2b,mol_nvowobyyznhqpo-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_dft_xyz/qreq_4da8789d091d6a2b.xyz,generated,XYZ copied from completed xTB optimized geometry for Psi4 singlepoint; Psi4 executor unavailable
qreq_a6a154429acbf7c0,mol_qtfjyuofnhalqu-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_dft_xyz/qreq_a6a154429acbf7c0.xyz,generated,XYZ copied from completed xTB optimized geometry for Psi4 singlepoint; Psi4 executor unavailable
qreq_449f81ec5ae5528f,mol_judodnbriomlsf-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_dft_xyz/qreq_449f81ec5ae5528f.xyz,generated,XYZ copied from completed xTB optimized geometry for Psi4 singlepoint; Psi4 executor unavailable
qreq_a0d596d71324bc8c,mol_xprctoleubqrkb-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_dft_xyz/qreq_a0d596d71324bc8c.xyz,generated,XYZ copied from completed xTB optimized geometry for Psi4 singlepoint; Psi4 executor unavailable
qreq_8301762bb1b3f869,mol_mmijdarouzcrfp-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_dft_xyz/qreq_8301762bb1b3f869.xyz,generated,XYZ copied from completed xTB optimized geometry for Psi4 singlepoint; Psi4 executor unavailable
qreq_9298b7005e6b9347,mol_hcbojxuoqhhxnk-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_dft_xyz/qreq_9298b7005e6b9347.xyz,generated,XYZ copied from completed xTB optimized geometry for Psi4 singlepoint; Psi4 executor unavailable
qreq_0fafe75ab867a7ce,mol_gqplmrytrlflpf-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_dft_xyz/qreq_0fafe75ab867a7ce.xyz,generated,XYZ copied from completed xTB optimized geometry for Psi4 singlepoint; Psi4 executor unavailable
qreq_2db184a8ac09b933,mol_fjyzhzfnobisbm-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_dft_xyz/qreq_2db184a8ac09b933.xyz,generated,XYZ copied from completed xTB optimized geometry for Psi4 singlepoint; Psi4 executor unavailable
qreq_a357facef57917d8,mol_ptzotzxeunfykg-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_dft_xyz/qreq_a357facef57917d8.xyz,generated,XYZ copied from completed xTB optimized geometry for Psi4 singlepoint; Psi4 executor unavailable
qreq_2413f797eba1f07d,mol_iyhwwirfhibtpc-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_dft_xyz/qreq_2413f797eba1f07d.xyz,generated,XYZ copied from completed xTB optimized geometry for Psi4 singlepoint; Psi4 executor unavailable
qreq_dcb4be0f18972321,mol_qasfocqslhvfph-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_dft_xyz/qreq_dcb4be0f18972321.xyz,generated,XYZ copied from completed xTB optimized geometry for Psi4 singlepoint; Psi4 executor unavailable
qreq_f434daec4a68a3e7,mol_ofsmrsplkzzmqc-plngdyqasa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_dft_xyz/qreq_f434daec4a68a3e7.xyz,generated,XYZ copied from completed xTB optimized geometry for Psi4 singlepoint; Psi4 executor unavailable
qreq_ce3324e6a5607bc3,mol_fmzcebojchmlcw-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_dft_xyz/qreq_ce3324e6a5607bc3.xyz,generated,XYZ copied from completed xTB optimized geometry for Psi4 singlepoint; Psi4 executor unavailable
qreq_3ec1c86e34640739,mol_yndwxvsrmraklq-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_dft_xyz/qreq_3ec1c86e34640739.xyz,generated,XYZ copied from completed xTB optimized geometry for Psi4 singlepoint; Psi4 executor unavailable
qreq_97ea7365dd17660b,mol_pkeycysycixnss-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_dft_xyz/qreq_97ea7365dd17660b.xyz,generated,XYZ copied from completed xTB optimized geometry for Psi4 singlepoint; Psi4 executor unavailable
qreq_0f4ef08e3ffa109c,mol_ofbqjsofqdebgm-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_dft_xyz/qreq_0f4ef08e3ffa109c.xyz,generated,XYZ copied from completed xTB optimized geometry for Psi4 singlepoint; Psi4 executor unavailable
qreq_16c16f6904d527f6,mol_igeqaibreracmg-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_dft_xyz/qreq_16c16f6904d527f6.xyz,generated,XYZ copied from completed xTB optimized geometry for Psi4 singlepoint; Psi4 executor unavailable
qreq_7caae39599de3c1b,mol_vvmqlakdfblchb-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_dft_xyz/qreq_7caae39599de3c1b.xyz,generated,XYZ copied from completed xTB optimized geometry for Psi4 singlepoint; Psi4 executor unavailable
qreq_57c6a8062e9d7ed7,mol_ampppfbscigtne-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_dft_xyz/qreq_57c6a8062e9d7ed7.xyz,generated,XYZ copied from completed xTB optimized geometry for Psi4 singlepoint; Psi4 executor unavailable
qreq_83c65fe223284f67,mol_swblzsbwuawopt-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_dft_xyz/qreq_83c65fe223284f67.xyz,generated,XYZ copied from completed xTB optimized geometry for Psi4 singlepoint; Psi4 executor unavailable
qreq_ba39290087b06031,mol_ofsmrsplkzzmqc-snawjcmrsa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_dft_xyz/qreq_ba39290087b06031.xyz,generated,XYZ copied from completed xTB optimized geometry for Psi4 singlepoint; Psi4 executor unavailable
qreq_b0d562418daba92e,mol_dreipqficfnvga-owojbtedsa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_dft_xyz/qreq_b0d562418daba92e.xyz,generated,XYZ copied from completed xTB optimized geometry for Psi4 singlepoint; Psi4 executor unavailable
qreq_02db4e9bb49753c5,mol_yogqmhdtnlwyhs-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_dft_xyz/qreq_02db4e9bb49753c5.xyz,generated,XYZ copied from completed xTB optimized geometry for Psi4 singlepoint; Psi4 executor unavailable
qreq_bf815a638d872826,mol_rsojdpqhffmarb-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_dft_xyz/qreq_bf815a638d872826.xyz,generated,XYZ copied from completed xTB optimized geometry for Psi4 singlepoint; Psi4 executor unavailable
qreq_e2f83530ef8ad823,mol_qwtdnucvqczilf-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_dft_xyz/qreq_e2f83530ef8ad823.xyz,generated,XYZ copied from completed xTB optimized geometry for Psi4 singlepoint; Psi4 executor unavailable
qreq_db647135dd1645f9,mol_jizmlwvhihlksr-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_dft_xyz/qreq_db647135dd1645f9.xyz,generated,XYZ copied from completed xTB optimized geometry for Psi4 singlepoint; Psi4 executor unavailable
qreq_c80b00a7d44572d6,mol_yhaaemitohiabs-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_dft_xyz/qreq_c80b00a7d44572d6.xyz,generated,XYZ copied from completed xTB optimized geometry for Psi4 singlepoint; Psi4 executor unavailable
qreq_70a0bb0098baca17,mol_kgkodzfsnznpju-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_dft_xyz/qreq_70a0bb0098baca17.xyz,generated,XYZ copied from completed xTB optimized geometry for Psi4 singlepoint; Psi4 executor unavailable
qreq_12599e9c9d42d8bd,mol_zgmdgjgyidxfpi-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_dft_xyz/qreq_12599e9c9d42d8bd.xyz,generated,XYZ copied from completed xTB optimized geometry for Psi4 singlepoint; Psi4 executor unavailable
qreq_1718238d0f731849,mol_ofsmrsplkzzmqc-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_dft_xyz/qreq_1718238d0f731849.xyz,generated,XYZ copied from completed xTB optimized geometry for Psi4 singlepoint; Psi4 executor unavailable
qreq_29269e091c1c1172,mol_dreipqficfnvga-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_dft_xyz/qreq_29269e091c1c1172.xyz,generated,XYZ copied from completed xTB optimized geometry for Psi4 singlepoint; Psi4 executor unavailable
qreq_f92b7f26a74c5ccb,mol_apxcrdlkxgapau-aatrikpksa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_dft_xyz/qreq_f92b7f26a74c5ccb.xyz,generated,XYZ copied from completed xTB optimized geometry for Psi4 singlepoint; Psi4 executor unavailable
qreq_e956d2d25a7ca8d2,mol_aqmytrwhfluwsf-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_dft_xyz/qreq_e956d2d25a7ca8d2.xyz,generated,XYZ copied from completed xTB optimized geometry for Psi4 singlepoint; Psi4 executor unavailable
qreq_0def45fdaf42ea68,mol_rgsfgyaautvsqa-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_dft_xyz/qreq_0def45fdaf42ea68.xyz,generated,XYZ copied from completed xTB optimized geometry for Psi4 singlepoint; Psi4 executor unavailable
qreq_59394b98b823991e,mol_kgrarcnbjfqndy-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_dft_xyz/qreq_59394b98b823991e.xyz,generated,XYZ copied from completed xTB optimized geometry for Psi4 singlepoint; Psi4 executor unavailable
qreq_667cc64ac27c6cc1,mol_riaqydgzvcoepb-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_dft_xyz/qreq_667cc64ac27c6cc1.xyz,generated,XYZ copied from completed xTB optimized geometry for Psi4 singlepoint; Psi4 executor unavailable
qreq_614e4693806efc12,mol_fidcylxdvmkttg-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_dft_xyz/qreq_614e4693806efc12.xyz,generated,XYZ copied from completed xTB optimized geometry for Psi4 singlepoint; Psi4 executor unavailable
qreq_a8372adbd5fa55df,mol_xgkngzmuvbayoe-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_dft_xyz/qreq_a8372adbd5fa55df.xyz,generated,XYZ copied from completed xTB optimized geometry for Psi4 singlepoint; Psi4 executor unavailable
qreq_d864cbc06fb29354,mol_ueeghkhoknmxks-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_dft_xyz/qreq_d864cbc06fb29354.xyz,generated,XYZ copied from completed xTB optimized geometry for Psi4 singlepoint; Psi4 executor unavailable
qreq_7370071da76bfad6,mol_hqdibyvknaqtgx-owojbtedsa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_dft_xyz/qreq_7370071da76bfad6.xyz,generated,XYZ copied from completed xTB optimized geometry for Psi4 singlepoint; Psi4 executor unavailable
qreq_aead46bb598a31a2,mol_jocdszfppjomhm-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_dft_xyz/qreq_aead46bb598a31a2.xyz,generated,XYZ copied from completed xTB optimized geometry for Psi4 singlepoint; Psi4 executor unavailable
qreq_4b30c4bf889d7b5a,mol_qrxzohfurbmado-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_dft_xyz/qreq_4b30c4bf889d7b5a.xyz,generated,XYZ copied from completed xTB optimized geometry for Psi4 singlepoint; Psi4 executor unavailable
qreq_0755828a1e45cbc6,mol_ijdnqmdrqiteod-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_dft_xyz/qreq_0755828a1e45cbc6.xyz,generated,XYZ copied from completed xTB optimized geometry for Psi4 singlepoint; Psi4 executor unavailable
qreq_9c297052f82520d4,mol_myynqantdzxcad-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_dft_xyz/qreq_9c297052f82520d4.xyz,generated,XYZ copied from completed xTB optimized geometry for Psi4 singlepoint; Psi4 executor unavailable
qreq_12f3f3bd52fac830,mol_kufyzpqgjtvlju-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_dft_xyz/qreq_12f3f3bd52fac830.xyz,generated,XYZ copied from completed xTB optimized geometry for Psi4 singlepoint; Psi4 executor unavailable
qreq_c9fa2c96d9945e63,mol_kopmuszlextodj-ggwosogesa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_dft_xyz/qreq_c9fa2c96d9945e63.xyz,generated,XYZ copied from completed xTB optimized geometry for Psi4 singlepoint; Psi4 executor unavailable
qreq_122129e7f4a2448f,mol_clqwruzxwpawel-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_dft_xyz/qreq_122129e7f4a2448f.xyz,generated,XYZ copied from completed xTB optimized geometry for Psi4 singlepoint; Psi4 executor unavailable
qreq_130e2bd1a7ce7cad,mol_ushrlirlsdbsiv-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_dft_xyz/qreq_130e2bd1a7ce7cad.xyz,generated,XYZ copied from completed xTB optimized geometry for Psi4 singlepoint; Psi4 executor unavailable
qreq_9e11950c88d6fcac,mol_hqdibyvknaqtgx-uphrsurjsa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_dft_xyz/qreq_9e11950c88d6fcac.xyz,generated,XYZ copied from completed xTB optimized geometry for Psi4 singlepoint; Psi4 executor unavailable
qreq_740d7b32c6f18aee,mol_dqigxmgnovoyfo-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_dft_xyz/qreq_740d7b32c6f18aee.xyz,generated,XYZ copied from completed xTB optimized geometry for Psi4 singlepoint; Psi4 executor unavailable
qreq_e4190f6c8f023462,mol_tugsbxavzrekra-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_dft_xyz/qreq_e4190f6c8f023462.xyz,generated,XYZ copied from completed xTB optimized geometry for Psi4 singlepoint; Psi4 executor unavailable
qreq_202e917a09a42252,mol_nnppmtnajdcuhe-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_dft_xyz/qreq_202e917a09a42252.xyz,generated,XYZ copied from completed xTB optimized geometry for Psi4 singlepoint; Psi4 executor unavailable
qreq_c25bfa94be7b9c74,mol_qtmuescbcjtsib-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_dft_xyz/qreq_c25bfa94be7b9c74.xyz,generated,XYZ copied from completed xTB optimized geometry for Psi4 singlepoint; Psi4 executor unavailable
qreq_8db1d6aa118636dc,mol_aocgjhkusgfbbf-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_dft_xyz/qreq_8db1d6aa118636dc.xyz,generated,XYZ copied from completed xTB optimized geometry for Psi4 singlepoint; Psi4 executor unavailable
qreq_6bd298c9aa419df7,mol_rdtlzadgegcjdx-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_dft_xyz/qreq_6bd298c9aa419df7.xyz,generated,XYZ copied from completed xTB optimized geometry for Psi4 singlepoint; Psi4 executor unavailable
qreq_c67461c003697d8c,mol_aeaipekkskmlqs-uphrsurjsa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_dft_xyz/qreq_c67461c003697d8c.xyz,generated,XYZ copied from completed xTB optimized geometry for Psi4 singlepoint; Psi4 executor unavailable
qreq_ecba6d7d6a875d54,mol_wnbupzjqpcxffx-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_dft_xyz/qreq_ecba6d7d6a875d54.xyz,generated,XYZ copied from completed xTB optimized geometry for Psi4 singlepoint; Psi4 executor unavailable
qreq_dfdc419ee583ffe1,mol_oevoswwkdhymhx-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_dft_xyz/qreq_dfdc419ee583ffe1.xyz,generated,XYZ copied from completed xTB optimized geometry for Psi4 singlepoint; Psi4 executor unavailable
qreq_c64a4eb314d2910e,mol_gslhsvzlthnipp-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_dft_xyz/qreq_c64a4eb314d2910e.xyz,generated,XYZ copied from completed xTB optimized geometry for Psi4 singlepoint; Psi4 executor unavailable
qreq_c30e0b3ee546f836,mol_vehxsrcbndfirv-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_dft_xyz/qreq_c30e0b3ee546f836.xyz,generated,XYZ copied from completed xTB optimized geometry for Psi4 singlepoint; Psi4 executor unavailable
qreq_68d1cd0a60ea47d1,mol_atuoywhbwrkthz-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_dft_xyz/qreq_68d1cd0a60ea47d1.xyz,generated,XYZ copied from completed xTB optimized geometry for Psi4 singlepoint; Psi4 executor unavailable
qreq_7067e39261bee93c,mol_scwitvdatbovov-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_dft_xyz/qreq_7067e39261bee93c.xyz,generated,XYZ copied from completed xTB optimized geometry for Psi4 singlepoint; Psi4 executor unavailable
qreq_813f5c59031eb311,mol_glhfhomosbntar-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_dft_xyz/qreq_813f5c59031eb311.xyz,generated,XYZ copied from completed xTB optimized geometry for Psi4 singlepoint; Psi4 executor unavailable
qreq_b8d9203387b80d6c,mol_gvcuxnokyqgihh-hwkanzrosa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_dft_xyz/qreq_b8d9203387b80d6c.xyz,generated,XYZ copied from completed xTB optimized geometry for Psi4 singlepoint; Psi4 executor unavailable
qreq_4dad24c11b01136c,mol_cpbveqzeihbloj-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_dft_xyz/qreq_4dad24c11b01136c.xyz,generated,XYZ copied from completed xTB optimized geometry for Psi4 singlepoint; Psi4 executor unavailable
qreq_4d34f02d18ae3e04,mol_ckusamwaelhzny-gqctyliasa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_dft_xyz/qreq_4d34f02d18ae3e04.xyz,generated,XYZ copied from completed xTB optimized geometry for Psi4 singlepoint; Psi4 executor unavailable
qreq_329aff323c285a70,mol_rcbgnppfuvcujs-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_dft_xyz/qreq_329aff323c285a70.xyz,generated,XYZ copied from completed xTB optimized geometry for Psi4 singlepoint; Psi4 executor unavailable
qreq_694fb6ce810f449b,mol_xxpodxweavwtem-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_dft_xyz/qreq_694fb6ce810f449b.xyz,generated,XYZ copied from completed xTB optimized geometry for Psi4 singlepoint; Psi4 executor unavailable
qreq_20840ab26b35fee6,mol_xeeyiwiflimxrj-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_dft_xyz/qreq_20840ab26b35fee6.xyz,generated,XYZ copied from completed xTB optimized geometry for Psi4 singlepoint; Psi4 executor unavailable
qreq_3523c7f6c9a2f92e,mol_qqonpfptgqhpma-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_dft_xyz/qreq_3523c7f6c9a2f92e.xyz,generated,XYZ copied from completed xTB optimized geometry for Psi4 singlepoint; Psi4 executor unavailable
qreq_e7cc4aa6d74c3e86,mol_sflktuopekbfcc-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_dft_xyz/qreq_e7cc4aa6d74c3e86.xyz,generated,XYZ copied from completed xTB optimized geometry for Psi4 singlepoint; Psi4 executor unavailable
qreq_16e87ed5ba51cf94,mol_jlnikhwrldauli-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_dft_xyz/qreq_16e87ed5ba51cf94.xyz,generated,XYZ copied from completed xTB optimized geometry for Psi4 singlepoint; Psi4 executor unavailable
qreq_02a98216a87af1da,mol_gvcuxnokyqgihh-hyxafxhysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_dft_xyz/qreq_02a98216a87af1da.xyz,generated,XYZ copied from completed xTB optimized geometry for Psi4 singlepoint; Psi4 executor unavailable
qreq_b1425b3615539abd,mol_qasfocqslhvfph-owojbtedsa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_dft_xyz/qreq_b1425b3615539abd.xyz,generated,XYZ copied from completed xTB optimized geometry for Psi4 singlepoint; Psi4 executor unavailable
qreq_329e289b63869536,mol_ckusamwaelhzny-xqrvvysfsa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_dft_xyz/qreq_329e289b63869536.xyz,generated,XYZ copied from completed xTB optimized geometry for Psi4 singlepoint; Psi4 executor unavailable
qreq_a03693b65d291f52,mol_wxaczqoanhsprd-owojbtedsa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_dft_xyz/qreq_a03693b65d291f52.xyz,generated,XYZ copied from completed xTB optimized geometry for Psi4 singlepoint; Psi4 executor unavailable
qreq_36516e5ef73ef337,mol_ygklymsivqqaig-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_dft_xyz/qreq_36516e5ef73ef337.xyz,generated,XYZ copied from completed xTB optimized geometry for Psi4 singlepoint; Psi4 executor unavailable
qreq_7a5327e5e2a194b5,mol_jayrflhxfcopgt-ijivkgsjsa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_dft_xyz/qreq_7a5327e5e2a194b5.xyz,generated,XYZ copied from completed xTB optimized geometry for Psi4 singlepoint; Psi4 executor unavailable
