request_id,mol_id,xyz_path,xyz_status,notes
qreq_d2ecf6bf87c6bc9c,mol_cpaqqpjfmvgxbq-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_d2ecf6bf87c6bc9c.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_7afe563a46840f76,mol_scwitvdatbovov-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_7afe563a46840f76.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_730a6561b3285aef,mol_sflktuopekbfcc-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_730a6561b3285aef.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_a43fa0f48546c5b3,mol_txkvrxoguifasb-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_a43fa0f48546c5b3.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_f7770e2b4813927e,mol_tzzablhbgcxdtj-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_f7770e2b4813927e.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_f34bb63039c85ca9,mol_vmdpbrciafdnci-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_f34bb63039c85ca9.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_b11ae2d0e222e6c8,mol_vvmqlakdfblchb-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_b11ae2d0e222e6c8.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_2c01de091f195f18,mol_ydycbrduvscrav-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_2c01de091f195f18.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_5f9c3e14b3697985,mol_yhaaemitohiabs-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_5f9c3e14b3697985.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_c36336a9efe64150,mol_yjbueepbsldzmj-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_c36336a9efe64150.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_b049ccba9fdfcd7d,mol_yrrpccawthvpox-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_b049ccba9fdfcd7d.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_6f02ac1cde92267c,mol_zhwxbdjjughqhy-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_6f02ac1cde92267c.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_49eecfeb198e7065,mol_riaqydgzvcoepb-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_49eecfeb198e7065.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_8f99b240c0ac0809,mol_clisvckzzlnock-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_8f99b240c0ac0809.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_2cc28438fb69a898,mol_kufyzpqgjtvlju-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_2cc28438fb69a898.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_ee5ea69f5ba205c0,mol_aocgjhkusgfbbf-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_ee5ea69f5ba205c0.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_8c5bf07d9570d1fb,mol_beuxuthvloypcg-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_8c5bf07d9570d1fb.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_b42ca6a8357553f7,mol_glhfhomosbntar-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_b42ca6a8357553f7.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_a48df9a84ef7b075,mol_yfolnauddbriry-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_a48df9a84ef7b075.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_1a81ab00053ca7ff,mol_jlnikhwrldauli-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_1a81ab00053ca7ff.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_0d3ec736de0912a4,mol_rqdwdzhagixhgq-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_0d3ec736de0912a4.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_b46954bf6ee1b0ea,mol_vqplwcwtdbntlz-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_b46954bf6ee1b0ea.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_36333518ebd70746,mol_qvhveesdsjybgp-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_36333518ebd70746.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_11a8d9352619ece3,mol_gtegmwofpzpgmv-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_11a8d9352619ece3.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_e33ca7f5f52cfbe7,mol_kaaufoamwfqsfn-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_e33ca7f5f52cfbe7.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_0cd0190fbc4ff4fd,mol_pqqfhjytfnejst-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_0cd0190fbc4ff4fd.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_bb51c5bf6a1bf00a,mol_rqkrnzgzkrjbfn-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_bb51c5bf6a1bf00a.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_7ba034b59ab4c873,mol_pfxbziomdhruqq-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_7ba034b59ab4c873.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_d0c163ca4db2d11a,mol_qzpdraisyzsqkq-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_d0c163ca4db2d11a.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_66780614acba3609,mol_sgjxekhrsxfuld-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_66780614acba3609.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_a4ddc3d2517f29a8,mol_uddgynnpoktchy-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_a4ddc3d2517f29a8.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_bab5914bab1ec3dd,mol_fbtbaxjkujsxfh-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_bab5914bab1ec3dd.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_fe48267b6fad28a7,mol_iellyklbfueior-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_fe48267b6fad28a7.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_01194a8306db4cd1,mol_jspbhvrotigmqr-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_01194a8306db4cd1.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_0b0c02ca08766832,mol_kopmuszlextodj-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_0b0c02ca08766832.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_35e4987e0c88492f,mol_mkfhrrnhgrgcnz-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_35e4987e0c88492f.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_25ae788ab7ba4b88,mol_otgpfjginrlolj-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_25ae788ab7ba4b88.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_69f6f154e4289bfc,mol_qmzxanzzwkitil-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_69f6f154e4289bfc.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_7bbdaa8bf2d5018a,mol_qouktnvsykewrr-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_7bbdaa8bf2d5018a.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_a788e8de24dbdf9c,mol_sfxzglqqvgjfcl-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_a788e8de24dbdf9c.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_4e59e03396d66deb,mol_znodtqftecxqtg-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_4e59e03396d66deb.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_5be53a54f6abd7f7,mol_ccwmseyzdvfkmw-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_5be53a54f6abd7f7.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_2e94299e8e727dc4,mol_fwxrpysnfkxvdh-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_2e94299e8e727dc4.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_4cee2f484417d0b2,mol_hfkuivqrsxqtsm-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_4cee2f484417d0b2.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_b7281eb1727b34d6,mol_mkkbtzkxzblelb-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_b7281eb1727b34d6.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_05a1822aeefacb0b,mol_muibxhgdurlwmi-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_05a1822aeefacb0b.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_42166169231b1057,mol_rbdjhtgmurcjgi-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_42166169231b1057.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_b6392ce81d10bdd0,mol_ursfcfgxrvafpu-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_b6392ce81d10bdd0.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_d9d32a674b0b3d13,mol_xhhunbuqsrosdj-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_d9d32a674b0b3d13.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_b784b489ec4f0a22,mol_xobvbygwtcinea-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_b784b489ec4f0a22.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_77f193b5f134a734,mol_gxfwsjyobphqbb-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_77f193b5f134a734.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_64f92d7094758c98,mol_iezzxncimbpklo-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_64f92d7094758c98.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_def8e943eb41259f,mol_uprnfyzhnrlfsi-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_def8e943eb41259f.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_569f3be3344f9780,mol_bomcsiyojpltmg-owojbtedsa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_569f3be3344f9780.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_3e558d9dda6baa66,mol_dadafcfjdztokm-owojbtedsa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_3e558d9dda6baa66.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_b1fdb585068e80e4,mol_qtmuescbcjtsib-owojbtedsa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_b1fdb585068e80e4.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_e132ce5ee096dba4,mol_sflktuopekbfcc-owojbtedsa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_e132ce5ee096dba4.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_d4b3daeef647ce93,mol_sflktuopekbfcc-uphrsurjsa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_d4b3daeef647ce93.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_bed017ecdc138746,mol_srgsjlvknjncde-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_bed017ecdc138746.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_0779dbd0f94a765a,mol_tzzablhbgcxdtj-owojbtedsa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_0779dbd0f94a765a.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_6e109bd6e1b493ee,mol_tzzablhbgcxdtj-uphrsurjsa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_6e109bd6e1b493ee.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_b48b6bf17bb890c2,mol_vowxvirsqbszcd-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_b48b6bf17bb890c2.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_0e9a6b2081b62b6d,mol_vvmqlakdfblchb-owojbtedsa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_0e9a6b2081b62b6d.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_456efc632a0b07d8,mol_vvmqlakdfblchb-uphrsurjsa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_456efc632a0b07d8.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_04102029d1555c31,mol_wpxcvfzytxxsra-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_04102029d1555c31.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_99429ba552adbb71,mol_ydycbrduvscrav-owojbtedsa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_99429ba552adbb71.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_6a85df2159aac445,mol_aeaipekkskmlqs-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_6a85df2159aac445.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_43cfef83be5eed28,mol_cchwgpnqonfksv-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_43cfef83be5eed28.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_d2d23e1306fe6de1,mol_cuxhzrrxshlsaz-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_d2d23e1306fe6de1.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_02f7e58c0c7dd2b8,mol_dafsrghzdwbzkc-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_02f7e58c0c7dd2b8.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_106e1ebebdfa53c6,mol_dqxnkolpoiczkz-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_106e1ebebdfa53c6.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_ad67343772bc981f,mol_dycpghwhicoylv-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_ad67343772bc981f.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_b62e97d8406ad4d4,mol_fpoablavzdllgk-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_b62e97d8406ad4d4.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_774737b1fa6775cd,mol_hshailbkipodry-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_774737b1fa6775cd.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_33205892cb7133c8,mol_kbuajgqtvqslhw-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_33205892cb7133c8.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_623bb2ec63010c98,mol_ldczuvzjfvefrd-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_623bb2ec63010c98.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_5dcd0c3958a42e9a,mol_mlguvwzbcnsdjx-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_5dcd0c3958a42e9a.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_6f758b07bdf798ff,mol_mrzsibdwxmhmhf-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_6f758b07bdf798ff.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_59dc3263e4b3ec47,mol_mzpzbrbiebbnia-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_59dc3263e4b3ec47.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_55ffa3b4f78a4c06,mol_nrwxkfnycvgvgp-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_55ffa3b4f78a4c06.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
